,incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,cad_number,report_type_code,report_type_description,filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,cnn,police_district,analysis_neighborhood,supervisor_district,latitude,longitude,point,daynum
162625,2018-08-29 19:38:00,2018-08-29 00:00:00,19:38,2018,Wednesday,2018-08-29 19:45:00,70864919090,708649,180653721,182413631.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,MASON ST \ LOMBARD ST,25464000.0,Central,North Beach,3.0,37.80282769905128,-122.4130343368003,"(37.80282769905127, -122.41303433680027)",2
163735,2018-09-01 12:30:00,2018-09-01 00:00:00,12:30,2018,Saturday,2018-09-01 12:52:00,70959219090,709592,180660920,182441672.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,TRUMBULL ST \ CRAUT ST,21697000.0,Ingleside,Excelsior,11.0,37.73078874215092,-122.42838994658086,"(37.73078874215092, -122.42838994658086)",5
163860,2018-09-01 18:41:00,2018-09-01 00:00:00,18:41,2018,Saturday,2018-09-01 18:47:00,70969019090,709690,180661809,182442891.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,MINNA ST \ NEW MONTGOMERY ST,24599000.0,Southern,Financial District/South Beach,6.0,37.78701078672742,-122.39997496307356,"(37.78701078672742, -122.39997496307357)",5
163920,2018-09-01 22:18:00,2018-09-01 00:00:00,22:18,2018,Saturday,2018-09-01 22:35:00,70973919090,709739,180662302,182443574.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,18TH ST \ CASTRO ST,25813000.0,Mission,Castro/Upper Market,8.0,37.760888932091525,-122.43500070269909,"(37.76088893209152, -122.4350007026991)",5
166452,2018-09-08 01:15:00,2018-09-08 00:00:00,01:15,2018,Saturday,2018-09-08 01:15:00,71193519090,711935,180678882,182510170.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,SUTTER ST \ POLK ST,25208000.0,Northern,Nob Hill,3.0,37.78775665157557,-122.42011607573366,"(37.78775665157557, -122.42011607573366)",5
166470,2018-09-08 01:35:00,2018-09-08 00:00:00,01:35,2018,Saturday,2018-09-08 01:42:00,71194619090,711946,180678917,182510220.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,17TH ST \ CASTRO ST \ MARKET ST,25814000.0,Park,Castro/Upper Market,8.0,37.76267070626061,-122.4351879633321,"(37.76267070626061, -122.4351879633321)",5
166736,2018-09-08 19:42:00,2018-09-08 00:00:00,19:42,2018,Saturday,2018-09-08 19:42:00,71216619090,712166,180680809,182513198.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,NATOMA ST \ MARY ST,24283000.0,Southern,South of Market,6.0,37.781305844655044,-122.40624777655573,"(37.78130584465505, -122.40624777655574)",5
167118,2018-09-09 13:21:00,2018-09-09 00:00:00,13:21,2018,Sunday,2018-09-09 13:24:00,71251919090,712519,180682617,182521881.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,19TH ST \ DOLORES ST,25683000.0,Mission,Castro/Upper Market,8.0,37.75982961249056,-122.42592030312977,"(37.759829612490556, -122.42592030312977)",6
169653,2018-09-15 00:31:00,2018-09-15 00:00:00,00:31,2018,Saturday,2018-09-15 00:33:00,71477019090,714770,180698608,182580104.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,DAVIS CT \ DAVIS ST \ JACKSON ST,24577000.0,Central,Financial District/South Beach,3.0,37.797092052640245,-122.39833314914343,"(37.79709205264024, -122.39833314914345)",5
169667,2018-09-12 21:40:00,2018-09-12 00:00:00,21:40,2018,Wednesday,2018-09-12 21:40:00,71478019090,714780,180692757,182554504.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,TAYLOR ST \ SACRAMENTO ST,25093000.0,Central,Nob Hill,3.0,37.79255233583978,-122.41264965842102,"(37.79255233583978, -122.41264965842102)",2
169817,2018-09-15 04:49:00,2018-09-15 00:00:00,04:49,2018,Saturday,2018-09-15 04:57:00,71492719090,714927,180698868,182580462.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,ALAMEDA ST \ SAN BRUNO AVE,23866000.0,Mission,Mission,10.0,37.768473390108205,-122.40582756374106,"(37.7684733901082, -122.40582756374104)",5
169968,2018-09-14 21:43:00,2018-09-14 00:00:00,21:43,2018,Friday,2018-09-14 21:43:00,71505819090,715058,180700344,182573889.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,JESSIE EAST ST \ MISSION ST,35047000.0,Southern,South of Market,6.0,37.784006612420036,-122.40486479517745,"(37.784006612420036, -122.40486479517743)",4
170019,2018-09-15 19:45:00,2018-09-15 00:00:00,19:45,2018,Saturday,2018-09-15 20:00:00,71509819090,715098,180700617,182583235.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,03RD ST \ KING ST,23799000.0,Southern,Mission Bay,6.0,37.77812569661714,-122.39184052639568,"(37.77812569661714, -122.39184052639568)",5
170184,2018-09-15 22:17:00,2018-09-15 00:00:00,22:17,2018,Saturday,2018-09-15 22:21:00,71525019090,715250,180700855,182583692.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,MASON ST \ BEACH ST,25485000.0,Central,North Beach,3.0,37.80748251193778,-122.41397500878729,"(37.80748251193778, -122.41397500878728)",5
170393,2018-09-16 22:31:00,2018-09-16 00:00:00,22:31,2018,Sunday,2018-09-16 23:18:00,71541919090,715419,180703467,182593601.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,MARY ST \ MISSION ST,24883000.0,Southern,South of Market,6.0,37.78211941829001,-122.40725467595034,"(37.78211941829001, -122.40725467595034)",6
170849,2018-09-17 19:44:00,2018-09-17 00:00:00,19:44,2018,Monday,2018-09-17 20:07:00,71580819090,715808,180706370,182603789.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,IRVING ST \ 09TH AVE,27154000.0,Taraval,Inner Sunset,5.0,37.76403698852451,-122.46631062215893,"(37.76403698852451, -122.46631062215891)",0
171030,2018-08-26 05:00:00,2018-08-26 00:00:00,05:00,2018,Sunday,2018-08-26 05:00:00,71596719090,715967,180642934,182380566.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,22ND ST \ POTRERO AVE,23967000.0,Mission,Mission,9.0,37.75683373380551,-122.40669900268831,"(37.75683373380551, -122.40669900268833)",6
171444,2018-09-19 07:02:00,2018-09-19 00:00:00,07:02,2018,Wednesday,2018-09-19 07:02:00,71632019090,716320,160375694,182620515.0,IS,Initial Supplement,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,MCALLISTER ST \ MARKET ST,30740000.0,Tenderloin,Tenderloin,6.0,37.78117721773047,-122.41169993118794,"(37.78117721773047, -122.41169993118794)",2
172470,2018-09-21 21:03:00,2018-09-21 00:00:00,21:03,2018,Friday,2018-09-21 21:03:00,71714219090,717142,180717963,182644010.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,03RD ST \ KING ST,23799000.0,Southern,Mission Bay,6.0,37.77812569661714,-122.39184052639568,"(37.77812569661714, -122.39184052639568)",4
173040,2018-09-21 23:47:00,2018-09-21 00:00:00,23:47,2018,Friday,2018-09-22 01:45:00,71765619090,717656,180718507,182644479.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,18TH ST \ CASTRO ST,25813000.0,Mission,Castro/Upper Market,8.0,37.760888932091525,-122.43500070269909,"(37.76088893209152, -122.4350007026991)",4
173098,2018-09-23 02:20:00,2018-09-23 00:00:00,02:20,2018,Sunday,2018-09-23 02:21:00,71770919090,717709,180720966,182660339.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,17TH ST \ CASTRO ST \ MARKET ST,25814000.0,Mission,Castro/Upper Market,8.0,37.76267070626061,-122.4351879633321,"(37.76267070626061, -122.4351879633321)",6
174480,2018-10-17 12:30:00,2018-10-17 00:00:00,12:30,2018,Wednesday,2018-10-17 13:07:00,72718919090,727189,180787988,182901891.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,CHESTNUT ST \ DIVISADERO ST,26977000.0,Northern,Marina,2.0,37.799977978654596,-122.44284609303044,"(37.7999779786546, -122.44284609303045)",2
174996,2018-10-20 21:44:00,2018-10-20 00:00:00,21:44,2018,Saturday,2018-10-20 21:49:00,72831319090,728313,180797755,182933629.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,GEARY BLVD \ 26TH AVE,27554000.0,Richmond,Outer Richmond,1.0,37.78003795232077,-122.48580757712764,"(37.780037952320775, -122.48580757712764)",5
175258,2018-10-21 12:32:00,2018-10-21 00:00:00,12:32,2018,Sunday,2018-10-21 12:32:00,72856719090,728567,180798985,182941640.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,24TH ST \ HAMPSHIRE ST,23954000.0,Mission,Mission,9.0,37.75290661105615,-122.40729118425895,"(37.75290661105615, -122.40729118425897)",6
176155,2018-10-25 14:53:00,2018-10-25 00:00:00,14:53,2018,Thursday,2018-10-25 14:53:00,73023719090,730237,180810426,182982382.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,06TH ST \ MINNA ST,24285000.0,Southern,South of Market,6.0,37.7805353858225,-122.40816079455212,"(37.7805353858225, -122.40816079455212)",3
